date_found,platform_discussed,theme,source,source_url,post_date,verbatim_quote,sentiment,notes
2026-05-18,Vagaro,cost,Capterra,https://www.capterra.com/p/153752/Vagaro/reviews/,2026-01-12,"Nothing that i dislike, it is a bit pricey for the app but you do get a lot of options as a business owner.",mixed,"Follow-up to prior URL; solo spray tan artist Kristen G. Mixed: acknowledges cost but accepts trade-off. Useful as the counter-quote — not all solos bolt on cost alone"
2026-05-18,Mindbody,switching,Software Advice,https://www.softwareadvice.com/retail/massagebook-profile/reviews/,,"Recent price increases ($11 increase for one user's plan) while many problems users complained about remained unfixed. Users report directory fees even while paying for the highest subscription.",negative,"Mindbody switchers cited in MassageBook Software Advice context — price hike while unresolved bugs persist is a recurring MassageBook grievance shared by LMTs comparing alternatives"
2026-05-18,Vagaro,switching,MassageBook competitor page,https://pro.massagebook.com/alternatives/vagaro,,"since Vagaro caters to a broad range of professionals, massage therapists may find themselves navigating a complex, costly solution that doesn't cater to their specific needs.",negative,"MassageBook's Vagaro alternatives landing page — NEW URL. Published vendor framing. Positions massage-specific workflow as the key differentiation. ClinicSense also called out as ""not mobile-friendly"" on this page"
2026-05-18,ClinicSense,complexity,MassageBook competitor page,https://pro.massagebook.com/alternatives/vagaro,,"ClinicSense's lowest plan has limited customization, which can be challenging for practitioners with unique business needs, including part-timers. Additionally, its platform is not mobile-friendly, limiting practitioners' ability to manage their practice while on the go.",negative,"NEW URL. Competitor assessment from MassageBook's Vagaro-alternatives page. Corroborates week 2 Capterra mobile complaints about ClinicSense; now a vendor source is saying the same thing publicly"
2026-05-18,Vagaro,advice-seeking,BusyBook competitor blog,https://busybook.co/blog/vagaro-alternative-massage-therapists/,2026-03-28,"Vagaro's base price of $30/month sounds affordable — until you start adding what you actually need. That's the core issue: Vagaro was designed as a salon platform first and expanded to cover other wellness categories. For massage therapists, this means the features that matter most to your practice are often add-ons, afterthoughts, or missing entirely.",negative,"Follow-up to prior URL; BusyBook page updated March 2026 to announce 'BusyBook for Massage' launch. MAJOR COMPETITIVE ALERT: BusyBook has launched a product explicitly targeting solo massage therapists, direct Roomwell ICP competition. Pricing: Free / $20 / $100/mo. Includes AI front desk and AI-powered SOAP notes"
2026-05-18,Schedulicity,complexity,G2,https://www.g2.com/products/schedulicity/reviews,,"Great scheduling tool for massage therapists but does lack the ability to include soap notes.",negative,"NEW URL. G2 Schedulicity reviews — SOAP notes absence is the main named gap for massage therapists on Schedulicity. Support also flagged: staff ""seems like we bother them with our questions"""
2026-05-18,Schedulicity,advice-seeking,G2,https://www.g2.com/products/schedulicity/reviews,,"Great price for the product... pay for what you need and add on services.",positive,"NEW URL. Counter-signal: solos who want minimal features appreciate Schedulicity's modular pricing — pay-for-what-you-need positioning is a genuine differentiator for budget-first practitioners"
2026-05-18,Mindbody,switching,Exercise.com,https://www.exercise.com/grow/how-to-cancel-mindbody/,,"Mindbody currently requires at least 30 days' notice before the end of your contract term, unless otherwise noted in your agreement.",negative,"NEW URL. Exercise.com 'how to cancel Mindbody' guide ranks for switching-intent queries — signals high practitioner demand for exit guidance. Content is driving organic traffic around the lock-in pain point"
2026-05-18,Jane,cost,Noterro competitor blog,https://www.noterro.com/blog/jane-app-alternatives,,"Noterro starts at $39/month and is regarded as cost-effective [vs Jane App at approximately $54/month].",mixed,"NEW URL. Noterro's Jane alternatives page — published for competitive SEO, ranks for 'Jane app alternative 2026' queries. Positions Noterro as the clinical-grade-but-cheaper option. New entrant Colib ($3/appointment) also cited"
2026-05-18,Vagaro,switching,Noterro competitor page,https://www.noterro.com/compare/noterro-vs-vagaro,,"Noterro is laser-focused on clinical documentation with scheduling and client management built around it. If your primary pain point with Vagaro is SOAP notes, Noterro is worth exploring.",mixed,"NEW URL. Noterro's Vagaro comparison page positions Noterro as the documentation-first Vagaro alternative — reinforces that SOAP notes as an upgrade target from Vagaro is a well-understood switching trigger"
2026-05-18,MassageBook,cost,Software Advice,https://www.softwareadvice.com/retail/massagebook-profile/reviews/,,"subscription costs may be prohibitive for smaller or new practices",negative,"NEW URL (softwareadvice). MassageBook pricing ($24.99–$50/mo) described as prohibitive for startup solos. Square and Fresha's free tiers remain the budget floor"
